ID	ENTREZ_GENE_ID	SPOT_ID
605	605	605
606	606	606
607	607	607
608	608	608
610	610	610
611	611	611
613	613	613
617	617	617
622	622	622
623	623	623
624	624	624
627	627	627
629	629	629
631	631	631
632	632	632
633	633	633
634	634	634
635	635	635
636	636	636
637	637	637
638	638	638
639	639	639
640	640	640
641	641	641
642	642	642
643	643	643
644	644	644
645	645	645
646	646	646
648	648	648
649	649	649
650	650	650
651	651	651
652	652	652
653	653	653
654	654	654
655	655	655
656	656	656
657	657	657
658	658	658
659	659	659
660	660	660
661	661	661
662	662	662
663	663	663
664	664	664
665	665	665
666	666	666
667	667	667
668	668	668
669	669	669
670	670	670
671	671	671
672	672	672
673	673	673
675	675	675
676	676	676
677	677	677
678	678	678
680	680	680
682	682	682
683	683	683
684	684	684
685	685	685
686	686	686
687	687	687
688	688	688
689	689	689
690	690	690
694	694	694
695	695	695
696	696	696
699	699	699
701	701	701
705	705	705
706	706	706
708	708	708
710	710	710
711	711	711
712	712	712
713	713	713
714	714	714
715	715	715
716	716	716
717	717	717
718	718	718
719	719	719
720	720	720
721	721	721
722	722	722
725	725	725
726	726	726
727	727	727
728	728	728
729	729	729
730	730	730
731	731	731
732	732	732
733	733	733
734	734	734
735	735	735
738	738	738
740	740	740
741	741	741
744	744	744
745	745	745
746	746	746
747	747	747
750	750	750
752	752	752
753	753	753
754	754	754
755	755	755
757	757	757
758	758	758
759	759	759
760	760	760
761	761	761
762	762	762
763	763	763
765	765	765
766	766	766
767	767	767
768	768	768
770	770	770
771	771	771
773	773	773
774	774	774
775	775	775
776	776	776
777	777	777
778	778	778
779	779	779
780	780	780
781	781	781
782	782	782
783	783	783
784	784	784
785	785	785
786	786	786
788	788	788
790	790	790
793	793	793
794	794	794
795	795	795
796	796	796
799	799	799
800	800	800
801	801	801
805	805	805
808	808	808
810	810	810
811	811	811
813	813	813
814	814	814
815	815	815
816	816	816
817	817	817
818	818	818
819	819	819
820	820	820
821	821	821
822	822	822
823	823	823
824	824	824
825	825	825
826	826	826
827	827	827
828	828	828
829	829	829
830	830	830
831	831	831
832	832	832
833	833	833
834	834	834
835	835	835
836	836	836
837	837	837
838	838	838
839	839	839
840	840	840
841	841	841
842	842	842
843	843	843
844	844	844
845	845	845
846	846	846
847	847	847
857	857	857
858	858	858
859	859	859
860	860	860
861	861	861
862	862	862
863	863	863
864	864	864
865	865	865
866	866	866
867	867	867
868	868	868
869	869	869
871	871	871
873	873	873
874	874	874
875	875	875
881	881	881
883	883	883
885	885	885
886	886	886
887	887	887
889	889	889
890	890	890
891	891	891
892	892	892
894	894	894
896	896	896
898	898	898
899	899	899
900	900	900
901	901	901
902	902	902
904	904	904
905	905	905
908	908	908
909	909	909
910	910	910
911	911	911
912	912	912
913	913	913
914	914	914
915	915	915
916	916	916
917	917	917
919	919	919
920	920	920
921	921	921
922	922	922
923	923	923
924	924	924
925	925	925
926	926	926
928	928	928
929	929	929
930	930	930
931	931	931
932	932	932
933	933	933
939	939	939
940	940	940
941	941	941
942	942	942
943	943	943
944	944	944
945	945	945
946	946	946
947	947	947
948	948	948
949	949	949
950	950	950
951	951	951
952	952	952
953	953	953
954	954	954
955	955	955
956	956	956
957	957	957
958	958	958
959	959	959
960	960	960
961	961	961
962	962	962
963	963	963
965	965	965
966	966	966
967	967	967
968	968	968
969	969	969
970	970	970
971	971	971
972	972	972
973	973	973
974	974	974
975	975	975
976	976	976
977	977	977
978	978	978
983	983	983
984	984	984
987	987	987
988	988	988
989	989	989
990	990	990
991	991	991
993	993	993
994	994	994
995	995	995
996	996	996
997	997	997
998	998	998
999	999	999
1000	1000	1000
1001	1001	1001
1002	1002	1002
1003	1003	1003
1004	1004	1004
1005	1005	1005
1006	1006	1006
1007	1007	1007
1008	1008	1008
1009	1009	1009
1010	1010	1010
1012	1012	1012
1013	1013	1013
1014	1014	1014
1015	1015	1015
1016	1016	1016
1017	1017	1017
1018	1018	1018
1019	1019	1019
1020	1020	1020
1021	1021	1021
1022	1022	1022
1024	1024	1024
1025	1025	1025
1026	1026	1026
1027	1027	1027
1028	1028	1028
1029	1029	1029
1030	1030	1030
1031	1031	1031
1032	1032	1032
1033	1033	1033
1036	1036	1036
1038	1038	1038
1039	1039	1039
1040	1040	1040
1041	1041	1041
1043	1043	1043
1044	1044	1044
1045	1045	1045
1046	1046	1046
1047	1047	1047
1048	1048	1048
1050	1050	1050
1051	1051	1051
1052	1052	1052
1053	1053	1053
1054	1054	1054
1056	1056	1056
1058	1058	1058
1059	1059	1059
1060	1060	1060
1062	1062	1062
1063	1063	1063
1066	1066	1066
1068	1068	1068
1069	1069	1069
1070	1070	1070
1071	1071	1071
1072	1072	1072
1073	1073	1073
1075	1075	1075
1080	1080	1080
1081	1081	1081
1082	1082	1082
1084	1084	1084
1087	1087	1087
1088	1088	1088
1089	1089	1089
1101	1101	1101
1102	1102	1102
1103	1103	1103
1104	1104	1104
1105	1105	1105
1106	1106	1106
1107	1107	1107
1108	1108	1108
1109	1109	1109
1111	1111	1111
1112	1112	1112
1113	1113	1113
1114	1114	1114
1116	1116	1116
1117	1117	1117
1118	1118	1118
1119	1119	1119
1120	1120	1120
1121	1121	1121
1122	1122	1122
1123	1123	1123
1124	1124	1124
1128	1128	1128
1129	1129	1129
1130	1130	1130
1131	1131	1131
1132	1132	1132
1133	1133	1133
1134	1134	1134
1135	1135	1135
1136	1136	1136
1137	1137	1137
1138	1138	1138
1139	1139	1139
1140	1140	1140
1141	1141	1141
1142	1142	1142
1143	1143	1143
1144	1144	1144
1145	1145	1145
1146	1146	1146
1147	1147	1147
1149	1149	1149
1152	1152	1152
1153	1153	1153
1154	1154	1154
1155	1155	1155
1158	1158	1158
1160	1160	1160
1161	1161	1161
1163	1163	1163
1164	1164	1164
1173	1173	1173
1174	1174	1174
1175	1175	1175
1176	1176	1176
1178	1178	1178
1179	1179	1179
1180	1180	1180
1181	1181	1181
1182	1182	1182
1183	1183	1183
1184	1184	1184
1185	1185	1185
1186	1186	1186
1187	1187	1187
1188	1188	1188
1191	1191	1191
1192	1192	1192
1193	1193	1193
1195	1195	1195
1196	1196	1196
1198	1198	1198
1200	1200	1200
1201	1201	1201
1203	1203	1203
1207	1207	1207
1208	1208	1208
1209	1209	1209
1211	1211	1211
1212	1212	1212
1213	1213	1213
1215	1215	1215
1230	1230	1230
1232	1232	1232
1233	1233	1233
1234	1234	1234
1235	1235	1235
1236	1236	1236
1237	1237	1237
1238	1238	1238
1240	1240	1240
1241	1241	1241
1244	1244	1244
1258	1258	1258
1259	1259	1259
1260	1260	1260
1261	1261	1261
1262	1262	1262
1263	1263	1263
1264	1264	1264
1265	1265	1265
1266	1266	1266
1267	1267	1267
1268	1268	1268
1269	1269	1269
1270	1270	1270
1271	1271	1271
1272	1272	1272
1277	1277	1277
1278	1278	1278
1280	1280	1280
1281	1281	1281
1282	1282	1282
1284	1284	1284
1285	1285	1285
1286	1286	1286
1287	1287	1287
1288	1288	1288
1289	1289	1289
1290	1290	1290
1291	1291	1291
1292	1292	1292
1293	1293	1293
1294	1294	1294
1295	1295	1295
1296	1296	1296
1297	1297	1297
1298	1298	1298
1299	1299	1299
1300	1300	1300
1301	1301	1301
1302	1302	1302
1303	1303	1303
1305	1305	1305
1306	1306	1306
1307	1307	1307
1308	1308	1308
1310	1310	1310
1311	1311	1311
1312	1312	1312
1314	1314	1314
1315	1315	1315
1316	1316	1316
1317	1317	1317
1318	1318	1318
1325	1325	1325
1326	1326	1326
1327	1327	1327
1329	1329	1329
1337	1337	1337
1339	1339	1339
1340	1340	1340
1345	1345	1345
1346	1346	1346
1347	1347	1347
1349	1349	1349
1350	1350	1350
1351	1351	1351
1352	1352	1352
1353	1353	1353
1355	1355	1355
1356	1356	1356
1357	1357	1357
1358	1358	1358
1359	1359	1359
1360	1360	1360
1361	1361	1361
1362	1362	1362
1363	1363	1363
1364	1364	1364
1365	1365	1365
1366	1366	1366
1369	1369	1369
1370	1370	1370
1371	1371	1371
1373	1373	1373
1374	1374	1374
1375	1375	1375
1376	1376	1376
1378	1378	1378
1379	1379	1379
1380	1380	1380
1381	1381	1381
1382	1382	1382
1384	1384	1384
1385	1385	1385
1386	1386	1386
1387	1387	1387
1388	1388	1388
1389	1389	1389
1390	1390	1390
1392	1392	1392
1393	1393	1393
1394	1394	1394
1395	1395	1395
1396	1396	1396
1397	1397	1397
1398	1398	1398
1399	1399	1399
1400	1400	1400
1401	1401	1401
1404	1404	1404
1406	1406	1406
1407	1407	1407
1408	1408	1408
1409	1409	1409
1410	1410	1410
1411	1411	1411
1412	1412	1412
1413	1413	1413
1414	1414	1414
1415	1415	1415
1416	1416	1416
1417	1417	1417
1418	1418	1418
1419	1419	1419
1420	1420	1420
1421	1421	1421
1427	1427	1427
1428	1428	1428
1429	1429	1429
1431	1431	1431
1432	1432	1432
1434	1434	1434
1435	1435	1435
1436	1436	1436
1437	1437	1437
1438	1438	1438
1439	1439	1439
1440	1440	1440
1441	1441	1441
1442	1442	1442
1443	1443	1443
1444	1444	1444
1445	1445	1445
1446	1446	1446
1447	1447	1447
1448	1448	1448
1452	1452	1452
1453	1453	1453
1454	1454	1454
1455	1455	1455
1456	1456	1456
1457	1457	1457
1459	1459	1459
1460	1460	1460
1462	1462	1462
1463	1463	1463
1464	1464	1464
1465	1465	1465
1466	1466	1466
1468	1468	1468
1469	1469	1469
1470	1470	1470
1471	1471	1471
1473	1473	1473
1474	1474	1474
1475	1475	1475
1476	1476	1476
1477	1477	1477
1478	1478	1478
1479	1479	1479
1482	1482	1482
1486	1486	1486
1487	1487	1487
1488	1488	1488
1489	1489	1489
1490	1490	1490
1491	1491	1491
1493	1493	1493
1495	1495	1495
1496	1496	1496
1497	1497	1497
1499	1499	1499
1500	1500	1500
1501	1501	1501
1503	1503	1503
1504	1504	1504
1506	1506	1506
1508	1508	1508
1509	1509	1509
1510	1510	1510
1511	1511	1511
1512	1512	1512
1513	1513	1513
1514	1514	1514
1515	1515	1515
1517	1517	1517
1518	1518	1518
1519	1519	1519
1520	1520	1520
1521	1521	1521
1522	1522	1522
1523	1523	1523
1524	1524	1524
1525	1525	1525
1527	1527	1527
1528	1528	1528
1534	1534	1534
1535	1535	1535
1536	1536	1536
1537	1537	1537
1538	1538	1538
1539	1539	1539
1540	1540	1540
1543	1543	1543
1544	1544	1544
1545	1545	1545
1549	1549	1549
1550	1550	1550
1551	1551	1551
1553	1553	1553
1555	1555	1555
1557	1557	1557
1558	1558	1558
1559	1559	1559
1562	1562	1562
1565	1565	1565
1571	1571	1571
1572	1572	1572
1573	1573	1573
1576	1576	1576
1577	1577	1577
1579	1579	1579
1580	1580	1580
1581	1581	1581
1582	1582	1582
1583	1583	1583
1584	1584	1584
1585	1585	1585
1586	1586	1586
1587	1587	1587
1588	1588	1588
1589	1589	1589
1591	1591	1591
1592	1592	1592
1593	1593	1593
1594	1594	1594
1595	1595	1595
1600	1600	1600
1601	1601	1601
1602	1602	1602
1603	1603	1603
1604	1604	1604
1605	1605	1605
1606	1606	1606
1607	1607	1607
1608	1608	1608
1609	1609	1609
1610	1610	1610
1611	1611	1611
1612	1612	1612
1613	1613	1613
1615	1615	1615
1616	1616	1616
1617	1617	1617
1618	1618	1618
1620	1620	1620
1621	1621	1621
1622	1622	1622
1627	1627	1627
1628	1628	1628
1629	1629	1629
1630	1630	1630
1632	1632	1632
1633	1633	1633
1634	1634	1634
1635	1635	1635
1636	1636	1636
1638	1638	1638
1639	1639	1639
1641	1641	1641
1642	1642	1642
1643	1643	1643
1644	1644	1644
1645	1645	1645
1647	1647	1647
1649	1649	1649
1650	1650	1650
1652	1652	1652
1653	1653	1653
1654	1654	1654
1655	1655	1655
1656	1656	1656
1657	1657	1657
1659	1659	1659
1660	1660	1660
1662	1662	1662
1663	1663	1663
1665	1665	1665
1666	1666	1666
1668	1668	1668
1669	1669	1669
1670	1670	1670
1671	1671	1671
1672	1672	1672
1673	1673	1673
1674	1674	1674
1675	1675	1675
1676	1676	1676
1677	1677	1677
1678	1678	1678
1687	1687	1687
1690	1690	1690
1716	1716	1716
1717	1717	1717
1718	1718	1718
1719	1719	1719
1720	1720	1720
1723	1723	1723
1725	1725	1725
1727	1727	1727
1728	1728	1728
1729	1729	1729
1730	1730	1730
1731	1731	1731
1733	1733	1733
1734	1734	1734
1735	1735	1735
1736	1736	1736
1737	1737	1737
1738	1738	1738
1739	1739	1739
1740	1740	1740
1741	1741	1741
1742	1742	1742
1743	1743	1743
1745	1745	1745
1746	1746	1746
1747	1747	1747
1748	1748	1748
1749	1749	1749
1750	1750	1750
1755	1755	1755
1756	1756	1756
1757	1757	1757
1758	1758	1758
1759	1759	1759
1760	1760	1760
1761	1761	1761
1762	1762	1762
1763	1763	1763
1767	1767	1767
1768	1768	1768
1769	1769	1769
1770	1770	1770
1773	1773	1773
1774	1774	1774
1775	1775	1775
1776	1776	1776
1777	1777	1777
1778	1778	1778
1780	1780	1780
1781	1781	1781
1783	1783	1783
1785	1785	1785
1786	1786	1786
1787	1787	1787
1788	1788	1788
1789	1789	1789
1791	1791	1791
1793	1793	1793
1794	1794	1794
1795	1795	1795
1796	1796	1796
1797	1797	1797
1798	1798	1798
1800	1800	1800
1802	1802	1802
1803	1803	1803
1804	1804	1804
1805	1805	1805
1806	1806	1806
1807	1807	1807
1808	1808	1808
1809	1809	1809
1810	1810	1810
1811	1811	1811
1812	1812	1812
1813	1813	1813
1814	1814	1814
1815	1815	1815
1816	1816	1816
1819	1819	1819
1820	1820	1820
1821	1821	1821
1822	1822	1822
1823	1823	1823
1824	1824	1824
1825	1825	1825
1826	1826	1826
1827	1827	1827
1828	1828	1828
1829	1829	1829
1830	1830	1830
1831	1831	1831
1832	1832	1832
1833	1833	1833
1834	1834	1834
1836	1836	1836
1837	1837	1837
1838	1838	1838
1839	1839	1839
1840	1840	1840
1841	1841	1841
1842	1842	1842
1843	1843	1843
1844	1844	1844
1845	1845	1845
1846	1846	1846
1847	1847	1847
1848	1848	1848
1849	1849	1849
1850	1850	1850
1852	1852	1852
1854	1854	1854
1855	1855	1855
1856	1856	1856
1857	1857	1857
1859	1859	1859
1861	1861	1861
1869	1869	1869
1870	1870	1870
1871	1871	1871
1874	1874	1874
1875	1875	1875
1876	1876	1876
1877	1877	1877
1879	1879	1879
1880	1880	1880
1889	1889	1889
1890	1890	1890
1891	1891	1891
1892	1892	1892
1893	1893	1893
1894	1894	1894
1896	1896	1896
1901	1901	1901
1902	1902	1902
1903	1903	1903
1906	1906	1906
1907	1907	1907
1908	1908	1908
1909	1909	1909
1910	1910	1910
1911	1911	1911
1912	1912	1912
1915	1915	1915
1917	1917	1917
1933	1933	1933
1936	1936	1936
1937	1937	1937
1938	1938	1938
1939	1939	1939
1942	1942	1942
1943	1943	1943
1944	1944	1944
1945	1945	1945
1946	1946	1946
1947	1947	1947
1948	1948	1948
1949	1949	1949
1950	1950	1950
1951	1951	1951
1952	1952	1952
1953	1953	1953
1954	1954	1954
1955	1955	1955
1956	1956	1956
1958	1958	1958
1959	1959	1959
1960	1960	1960
1961	1961	1961
1962	1962	1962
1964	1964	1964
1965	1965	1965
1967	1967	1967
1969	1969	1969
1973	1973	1973
1974	1974	1974
1975	1975	1975
1977	1977	1977
1978	1978	1978
1979	1979	1979
1981	1981	1981
1982	1982	1982
1983	1983	1983
1984	1984	1984
1990	1990	1990
1991	1991	1991
1992	1992	1992
1993	1993	1993
1994	1994	1994
1995	1995	1995
1996	1996	1996
1997	1997	1997
1998	1998	1998
1999	1999	1999
2000	2000	2000
2001	2001	2001
2002	2002	2002
2004	2004	2004
2005	2005	2005
2006	2006	2006
2009	2009	2009
2010	2010	2010
2011	2011	2011
2012	2012	2012
2013	2013	2013
2014	2014	2014
2015	2015	2015
2016	2016	2016
2017	2017	2017
2018	2018	2018
2019	2019	2019
2020	2020	2020
2021	2021	2021
2022	2022	2022
2023	2023	2023
2026	2026	2026
2027	2027	2027
2028	2028	2028
2029	2029	2029
2030	2030	2030
2033	2033	2033
2034	2034	2034
2035	2035	2035
2036	2036	2036
2037	2037	2037
2038	2038	2038
2039	2039	2039
2040	2040	2040
2041	2041	2041
2042	2042	2042
2043	2043	2043
2044	2044	2044
2045	2045	2045
2046	2046	2046
2047	2047	2047
2048	2048	2048
2049	2049	2049
2050	2050	2050
2051	2051	2051
2052	2052	2052
2053	2053	2053
2054	2054	2054
2055	2055	2055
2056	2056	2056
2057	2057	2057
2058	2058	2058
2059	2059	2059
2060	2060	2060
2063	2063	2063
2064	2064	2064
2065	2065	2065
2066	2066	2066
2067	2067	2067
2068	2068	2068
2069	2069	2069
2070	2070	2070
2071	2071	2071
2072	2072	2072
2073	2073	2073
2074	2074	2074
2077	2077	2077
2078	2078	2078
2079	2079	2079
2081	2081	2081
2086	2086	2086
2091	2091	2091
2098	2098	2098
2099	2099	2099
2100	2100	2100
2101	2101	2101
2103	2103	2103
2104	2104	2104
2107	2107	2107
2108	2108	2108
2109	2109	2109
2110	2110	2110
2113	2113	2113
2114	2114	2114
2115	2115	2115
2116	2116	2116
2117	2117	2117
2118	2118	2118
2119	2119	2119
2120	2120	2120
2121	2121	2121
2122	2122	2122
2123	2123	2123
2124	2124	2124
2125	2125	2125
2128	2128	2128
2130	2130	2130
2131	2131	2131
2132	2132	2132
2134	2134	2134
2135	2135	2135
2137	2137	2137
2138	2138	2138
2139	2139	2139
2140	2140	2140
2145	2145	2145
2146	2146	2146
2147	2147	2147
2149	2149	2149
2150	2150	2150
2151	2151	2151
2152	2152	2152
2153	2153	2153
2155	2155	2155
2157	2157	2157
2158	2158	2158
2159	2159	2159
2160	2160	2160
2161	2161	2161
2162	2162	2162
2165	2165	2165
2166	2166	2166
2167	2167	2167
2168	2168	2168
2169	2169	2169
2170	2170	2170
2171	2171	2171
2172	2172	2172
2173	2173	2173
2175	2175	2175
2176	2176	2176
2177	2177	2177
2178	2178	2178
2180	2180	2180
2181	2181	2181
2182	2182	2182
2184	2184	2184
2185	2185	2185
2186	2186	2186
2187	2187	2187
2188	2188	2188
2189	2189	2189
2191	2191	2191
2192	2192	2192
2193	2193	2193
2194	2194	2194
2195	2195	2195
2196	2196	2196
2197	2197	2197
2199	2199	2199
2200	2200	2200
2201	2201	2201
2202	2202	2202
2203	2203	2203
2204	2204	2204
2205	2205	2205
2206	2206	2206
2207	2207	2207
2208	2208	2208
2210	2210	2210
2212	2212	2212
2213	2213	2213
2214	2214	2214
2217	2217	2217
2218	2218	2218
2219	2219	2219
2220	2220	2220
2222	2222	2222
2224	2224	2224
2230	2230	2230
2232	2232	2232
2235	2235	2235
2237	2237	2237
2239	2239	2239
2241	2241	2241
2242	2242	2242
2243	2243	2243
2244	2244	2244
2245	2245	2245
2246	2246	2246
2247	2247	2247
2248	2248	2248
2249	2249	2249
2250	2250	2250
2251	2251	2251
2252	2252	2252
2253	2253	2253
2254	2254	2254
2255	2255	2255
2256	2256	2256
2257	2257	2257
2258	2258	2258
2259	2259	2259
2260	2260	2260
2261	2261	2261
2262	2262	2262
2263	2263	2263
2264	2264	2264
2266	2266	2266
2267	2267	2267
2268	2268	2268
2271	2271	2271
2272	2272	2272
2273	2273	2273
2274	2274	2274
2275	2275	2275
2277	2277	2277
2280	2280	2280
2281	2281	2281
2286	2286	2286
2287	2287	2287
2288	2288	2288
2289	2289	2289
2290	2290	2290
2294	2294	2294
2295	2295	2295
2296	2296	2296
2297	2297	2297
2298	2298	2298
2299	2299	2299
2300	2300	2300
2301	2301	2301
2302	2302	2302
2303	2303	2303
2304	2304	2304
2305	2305	2305
2306	2306	2306
2307	2307	2307
2308	2308	2308
2309	2309	2309
2312	2312	2312
2313	2313	2313
2314	2314	2314
2315	2315	2315
2316	2316	2316
2317	2317	2317
2318	2318	2318
2319	2319	2319
2321	2321	2321
2322	2322	2322
2323	2323	2323
2324	2324	2324
2326	2326	2326
2327	2327	2327
2328	2328	2328
2329	2329	2329
2330	2330	2330
2331	2331	2331
2332	2332	2332
2334	2334	2334
2335	2335	2335
2339	2339	2339
2342	2342	2342
2346	2346	2346
2348	2348	2348
2350	2350	2350
2352	2352	2352
2353	2353	2353
2354	2354	2354
2355	2355	2355
2356	2356	2356
2357	2357	2357
2358	2358	2358
2359	2359	2359
2395	2395	2395
2444	2444	2444
2475	2475	2475
2483	2483	2483
2487	2487	2487
2488	2488	2488
2491	2491	2491
2492	2492	2492
2494	2494	2494
2495	2495	2495
2512	2512	2512
2515	2515	2515
2516	2516	2516
2517	2517	2517
2519	2519	2519
2520	2520	2520
2521	2521	2521
2523	2523	2523
2524	2524	2524
2525	2525	2525
2526	2526	2526
2527	2527	2527
2528	2528	2528
2529	2529	2529
2530	2530	2530
2531	2531	2531
2532	2532	2532
2533	2533	2533
2534	2534	2534
2535	2535	2535
2537	2537	2537
2538	2538	2538
2539	2539	2539
2542	2542	2542
2543	2543	2543
2547	2547	2547
2548	2548	2548
2549	2549	2549
2550	2550	2550
2551	2551	2551
2553	2553	2553
2554	2554	2554
2555	2555	2555
2556	2556	2556
2557	2557	2557
2558	2558	2558
2559	2559	2559
2560	2560	2560
2561	2561	2561
2562	2562	2562
2563	2563	2563
2564	2564	2564
2565	2565	2565
2566	2566	2566
2567	2567	2567
2568	2568	2568
2569	2569	2569
2570	2570	2570
2571	2571	2571
2572	2572	2572
2579	2579	2579
2580	2580	2580
2581	2581	2581
2582	2582	2582
2583	2583	2583
2584	2584	2584
2585	2585	2585
2587	2587	2587
2588	2588	2588
2589	2589	2589
2590	2590	2590
2591	2591	2591
2592	2592	2592
2593	2593	2593
2595	2595	2595
2596	2596	2596
2597	2597	2597
2615	2615	2615
2617	2617	2617
2618	2618	2618
2619	2619	2619
2620	2620	2620
2621	2621	2621
2622	2622	2622
2623	2623	2623
2624	2624	2624
2625	2625	2625
2626	2626	2626
2627	2627	2627
2628	2628	2628
2629	2629	2629
2630	2630	2630
2631	2631	2631
2632	2632	2632
2633	2633	2633
2634	2634	2634
2635	2635	2635
2636	2636	2636
2637	2637	2637
2638	2638	2638
2639	2639	2639
2641	2641	2641
2642	2642	2642
2643	2643	2643
2644	2644	2644
2645	2645	2645
2646	2646	2646
2647	2647	2647
2648	2648	2648
2649	2649	2649
2650	2650	2650
2651	2651	2651
2652	2652	2652
2653	2653	2653
2657	2657	2657
2658	2658	2658
2660	2660	2660
2661	2661	2661
2662	2662	2662
2664	2664	2664
2665	2665	2665
2668	2668	2668
2669	2669	2669
2670	2670	2670
2671	2671	2671
2672	2672	2672
2673	2673	2673
2674	2674	2674
2675	2675	2675
2676	2676	2676
2677	2677	2677
2678	2678	2678
2679	2679	2679
2681	2681	2681
2683	2683	2683
2686	2686	2686
2687	2687	2687
2688	2688	2688
2689	2689	2689
2690	2690	2690
